"","id","name","description","menus_appeared","times_appeared","first_appeared","last_appeared","lowest_price","highest_price"
"174220",220440,"Oysters: Escaloped in shell",NA,1,1,1899,1899,0.4,0.4
"174221",220441,"Oysters: fried in batter",NA,1,1,1899,1899,0.5,0.5
"174222",220442,"Oysters: au gratin",NA,1,1,1899,1899,0.5,0.5
"174223",220443,"Oysters: pickled",NA,1,1,1899,1899,0.3,0.3
"174224",220444,"Oysters: Saddle Rock, stew",NA,1,1,1899,1899,0.5,0.5
"174225",220445,"Little Neck Clam: in Shell",NA,1,1,1899,1899,0,0
"174307",220554,"D. G. Yuengling, New York",NA,1,1,1899,1899,0.1,0.2
"174308",220555,"D. G. Yuengling, Half and Half",NA,1,1,1899,1899,0.25,0.25
"174784",221193,"Lemonades",NA,2,2,1905,1977,0,0.15
"175345",221884,"Whitebait and Oyster Crabs",NA,3,3,1900,1966,0.6,0.7
"176083",222968,"Oysters, Balt Broil ",NA,1,1,1900,1900,0.35,0.35
"176089",222974,"Table d'hote with Claret",NA,1,1,1900,1900,0.5,0.5
"176228",223133,"Plain Omelette (3 eggs)",NA,3,3,1895,1965,0.25,0.85
"176856",224027,"Sandwiches. Chicken",NA,1,1,1900,1900,0.1,0.1
"176858",224029,"Sandwiches: Fried Egg",NA,1,1,1900,1900,0.1,0.1
"176859",224030,"Omelette: Tomatoes",NA,1,1,1900,1900,0.25,0.25
"176860",224031,"Eggs: 2 Poached on Toast",NA,1,1,1900,1900,0,0
"177246",224553,"Salad En surprise ",NA,1,1,1900,1900,0.6,0.6
"177247",224554,"Apples filled with celery",NA,1,1,1900,1900,0.5,0.5
"177248",224555,"Mushrooms, Stewed in Cream",NA,1,1,1900,1900,0.5,0.5
"177759",225208,"Irish mutton soup",NA,2,2,1900,1900,20,35
"177760",225209,"Potatoes:--boiled",NA,1,1,1900,1900,0.15,0.15
"177761",225210,"Murray Hill potaotes",NA,1,1,1900,1900,0,0
"177762",225211,"Mashed au gratin potatoes",NA,1,1,1900,1900,0.2,0.2
"177763",225212,"Sweet potatoes:--boiled",NA,1,1,1900,1900,0.15,0.15
"177776",225227,"Oysters, Narragansetts",NA,1,1,1900,1900,0.3,0.3
"177777",225228,"Oysters, Princess Bays",NA,1,1,1900,1900,0,0
"177839",225328,"Oysters, Fry on Toast",NA,1,1,1900,1900,0.35,0.35
"177842",225331,"Oysters, Baltimore, broiled",NA,1,1,1900,1900,0,0
"177844",225333,"Canada Frog's Legs, Spanish Style",NA,1,1,1900,1900,0.75,0.75
"177846",225346,"Absinthe White",NA,1,1,1900,1900,0.15,0.15
"177847",225352,"Whisky: wilson ",NA,1,1,1900,1900,0.15,0.15
"177848",225355,"Whisky: Old Crow",NA,1,1,1900,1900,0.15,0.15
"177850",225360,"Fruit, (2) Boiled Eggs, Rolls and Coffee",NA,1,1,1900,1900,0.4,0.4
"177851",225361,"Fruit, (2) Fried Eggs, Rolls and Coffee",NA,1,1,1900,1900,0.4,0.4
"177852",225362,"Fruit, (2) Scrambled Eggs, Rolls and Coffee",NA,1,1,1900,1900,0.4,0.4
"177853",225363,"Two (2) Lamb Chops, Two (2) Boiled Eggs",NA,1,1,1900,1900,0.5,0.5
"177854",225364,"Two (2) Lamb Chops, Two (2)  Fried Eggs",NA,1,1,1900,1900,0.5,0.5
"178001",225538,"Grapefruit au rhum",NA,1,1,1900,1900,0.4,0.6
"183511",233173,"Escargots a la Bourguignonne",NA,6,6,1900,1969,0.75,4.85
"185336",235941,"Oolong, Japan, Young Hyson or English breakfast tea, per pot",NA,1,1,1900,1900,0.1,0.1
"187620",238762,"Chiffoniere Soup",NA,1,1,1900,1900,0,0
"187623",238765,"Preserves Cherries",NA,1,1,1900,1900,0.3,0.3
"187625",238767,"Preserves Raspberries",NA,1,1,1900,1900,0,0
"188498",239756,"Suedoise Salad",NA,1,1,1905,1905,0.8,0.8
"198968",253487,"Little-Neck Milk Stew",NA,1,1,1895,1895,0.25,0.25
"198969",253488,"Little-Neck Boston Stew",NA,1,1,1895,1895,0.25,0.25
"198970",253489,"Pan Roast Little Neck Clams",NA,3,3,1895,1917,0.3,0.5
"198971",253490,"Shell Roast Little Neck Clams",NA,1,1,1895,1895,0.35,0.35
"198972",253491,"Fancy Roast Little Neck Clams",NA,1,1,1895,1895,0.35,0.35
"198973",253492,"Plain Omelette (2 eggs)",NA,1,1,1895,1895,0.2,0.2
"198974",253493,"Corned Ham, with or without baked beans",NA,1,1,1895,1895,0,0
"202486",257681,"1877 Chateau Vigneau",NA,1,1,1892,1892,1.25,1.25
"209474",266852,"Saratoga Potato Chips",NA,15,16,1900,1947,0,0.4
"209972",267473,"Coffee with Whipped Cream",NA,2,2,1899,1901,0.15,0.25
"210060",267568,"Creole Omelette",NA,6,6,1905,1952,0.39,1.15
"216013",274520,"PIPER HEIDSIECK BRUT CHAMPAGNE",NA,3,3,1906,1963,2,18
"216404",274954,"POMMARD RED BURGUNDY",NA,4,4,1899,1961,2,7
"218959",278359,"Sta. Cruz Rum",NA,1,1,1900,1900,0,0
"218966",278370,"Prunelle Liqueur",NA,1,1,1900,1900,0.15,0.15
"218967",278371,"Abricotine Liqueur",NA,1,1,1900,1900,0.15,0.15
"218968",278372,"SIROP: Groseille",NA,1,1,1900,1900,0,0
"218969",278373,"Framboise Sirop",NA,2,2,1900,1955,0,0.1
"219042",278478,"Escaloped Patties",NA,1,1,1900,1900,0.35,0.35
"219043",278479,"Chicken with Mayonnaise",NA,3,3,1900,1946,0.4,0.9
"219050",278487,"Graves Bordeaux White 1895",NA,1,1,1900,1900,0.2,4
"219052",278489,"Cerons Bordeaux White 1893",NA,1,1,1900,1900,0.25,4.5
"220011",279965,"Roast Turkey & Cranberry Sauce",NA,3,3,1900,1901,0,0
"220450",280722,"Ham and eggs with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220451",280723,"Bacon and eggs with coffee, tea or cocoa",NA,1,1,1900,1900,0,0
"220454",280726,"Hamburger steak, Wheat Cakes with coffee, tea or cocoa",NA,1,1,1900,1900,0,0
"220455",280727,"Hamburger Steak, Otameal with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220458",280730,"Corned Beef Hash, with poached egg, coffee, tea or cocoa",NA,1,1,1900,1900,0,0
"220460",280732,"Corned Beef Hash, Wheat Cakes with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220462",280734,"Corned Beef Hash, Oatmeal with coffee, tea or cocoa",NA,1,1,1900,1900,0,0
"220463",280736,"Omelette, plain, Wheat Cakes with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220464",280737,"Omelette, Plain, Oatmeal with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220465",280738,"Boiled Eggs (two), Wheat Cakes with coffee, tea or cocoa",NA,1,1,1900,1900,0,0
"220468",280741,"Boiled Eggs (two), Oatmeal with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220470",280743,"Scrambled Eggs (two), Wheat Cakes with coffee, tea or cocoa",NA,1,1,1900,1900,0,0
"220472",280745,"Scrambled Eggs (two), Oatmeal with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220474",280747,"Fried Eggs (two), Wheat Cakes with coffee, tea or cocoa",NA,1,1,1900,1900,0,0
"220475",280748,"Fried Eggs (two), Oatmeal with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220476",280749,"Shirred Eggs (two), Wheat Cakes with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220477",280750,"Shirred Eggs (two), Oatmeal with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220483",280759,"Poached Eggs, on Toast (2), Wheat Cakes with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220484",280760,"Poached Eggs, on Toast (2), Oatmeal with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220485",280761,"Poached Eggs, plain, Wheat Cakes with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220486",280762,"Poached Eggs, plain, Oatmeal with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220487",280763,"Fish Cakes, Tomato Sauce, Wheat Cakes with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220488",280764,"Fish Cakes, Tomato Sauce, Oatmeal with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220489",280766,"Fish Cakes, with one Poached Egg and coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220490",280767,"Fish cakes, with one fried egg, and coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220491",280768,"Fried Panfish with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220492",280769,"Broiled Panfish with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220493",280770,"Fried Blue (fish) with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220496",280773,"Broiled Blue (fish) with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220498",280775,"Fried codfish with coffee, tea or cocoa",NA,1,1,1900,1900,0.2,0.2
"220499",280776,"Calf's Liver and Bacon with coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"220501",280779,"Frizzled Beaf, with Eggs and coffee, tea or cocoa",NA,1,1,1900,1900,0,0
"220503",280781,"Frizzled Beef, with Cream and coffee, tea or cocoa",NA,1,1,1900,1900,0.25,0.25
"222095",283043,"Hashed in Cream au Gratin Potatoes",NA,3,3,1900,1954,0.25,0.6
"224043",285894,"Partridge Broiled",NA,1,1,1900,1900,1,1.8
"224046",285897,"Woodcock Broiled ",NA,1,1,1900,1900,1.5,1.5
"224048",285900,"Woodcock Roasted ",NA,1,1,1900,1900,1.5,1.5
"224598",286550,"Philadelphia Peach ice cream",NA,2,2,1900,1900,0.25,0.25
"224599",286551,"tom and jerry ice cream",NA,2,2,1900,1900,0.25,0.25
"224858",286869,"Chocolate (beverage)",NA,4,4,1900,1953,0.2,0.25
"225831",288082,"Soup, Cream of Tomato",NA,31,31,1901,1963,0.2,0.4
"227037",289753,"Box Oysters stew",NA,1,1,1901,1901,0.2,0.2
"227050",289776,"Grouse, Puree de marrons ",NA,1,1,1897,1897,1,1
"227670",290544,"German style Potatoes",NA,1,1,1900,1900,0.2,0.2
"227671",290546,"Fried Long island brook trout ",NA,1,1,1900,1900,0.75,0.75
"227672",290547,"Broiled Long Island brook trout ",NA,1,1,1900,1900,0.75,0.75
"227722",290603,"Cold Quail",NA,2,2,1907,1907,1,1
"227726",290607,"Roast Spring Turkey, Giblet sauce",NA,78,83,1907,1917,0.65,1.25
"227763",290645,"Broiled French Pullet",NA,2,2,1907,1907,2,4
"227777",290660,"Broiled Young Gosling",NA,3,3,1907,1907,2,4
"227781",290664,"Broiled Hamburg Chicken",NA,52,57,1907,1917,1.25,1.25
"228770",291753,"Extra Pitcher Maple Syrup",NA,1,1,1900,1900,0.05,0.05
"228773",291756,"Sandwiches (white or Graham bread)",NA,1,1,1900,1900,0.05,0.05
"233724",297275,"strained okra soup",NA,21,21,1900,1933,0.25,0.3
"233747",297298,"Bluepoints Oysters",NA,21,27,1905,1940,0.3,0.4
"233748",297299,"Cotuits Oysters",NA,41,45,1905,1919,0.25,0.45
"233750",297301,"Malpecques Oysters",NA,1,1,1905,1905,0.4,0.4
"234201",297819,"Binger Riesling",NA,1,1,1899,1899,1,1
"234203",297823,"Macon Red Burgundy",NA,2,2,1899,1943,1,7
"234209",297835,"Holland House, Brut, Vintage 1889",NA,1,1,1899,1899,0,0
"234213",297839,"Kinsley's Superieur Sec ",NA,1,1,1899,1899,3,3
"237479",301445,"Corned beaf",NA,1,1,1900,1900,30,30
"241036",305697,"Fresh Cherries",NA,22,23,1906,1944,0.35,0.5
"243514",308433,"Chocolate, Cup or Pot",NA,1,1,1901,1901,0.15,0.15
"243611",308560,"Soup: Mutton with barley",NA,1,1,1900,1900,0.25,0.4
"244014",309013,"Tea, (all kinds) ",NA,1,1,1900,1900,0.1,0.2
"246721",312034,"Roast sirloin of beef with stewed tomatoes",NA,1,1,1901,1901,0.15,0.15
"246722",312035,"French fried potatoes, extra",NA,1,1,1901,1901,0.05,0.05
"246850",312176,"Pontet Canet Wine",NA,2,2,1900,1946,1,6
"250793",316861,"Latour Blanche Wine",NA,1,1,1900,1900,2,3.5
"250794",316862,"Haut Sauterne Wine",NA,3,3,1900,1943,0.2,2.5
"250795",316863,"Batailley Wine",NA,1,1,1900,1900,1.25,2
"250796",316864,"St Julien Wine",NA,1,1,1900,1900,0.75,1.5
"250797",316865,"Empire Mineral Water",NA,1,1,1900,1900,0.15,0.25
"250798",316866,"Geyser Mineral Water",NA,2,2,1900,1940,0.15,0.25
"250799",316867,"Arondack Mineral Water",NA,1,1,1900,1900,0.15,0.25
"250800",316868,"Victoria Mineral Water",NA,1,1,1900,1900,0.15,0.25
"250801",316869,"Lincoln Mineral Water",NA,1,1,1900,1900,0.15,0.25
"251618",317856,"Sauternes Wine",NA,3,3,1905,1948,0.25,1
"251903",318201,"Moscato (Fratelli Gancia)",NA,1,1,1901,1901,2,2
"251904",318202,"Moscato (L. Tirelli)",NA,1,1,1901,1901,0,0
"251905",318203,"Barbera (Fratelli Gancia)",NA,1,1,1901,1901,1.25,1.25
"251906",318204,"Nebiolo (Fratelli Gancia)",NA,1,1,1901,1901,1.25,1.25
"251908",318206,"Brachetto (Fratelli Gancia)",NA,1,1,1901,1901,1.25,1.25
"251910",318208,"Laubenheimer Henkel & Co.",NA,1,1,1901,1901,1.25,1.25
"251911",318209,"Hochheimer Henkel & Co.",NA,1,1,1901,1901,1.5,1.5
"251912",318210,"Seltezr (bott.)",NA,1,1,1901,1901,0.2,0.2
"251913",318211,"All kinds of liquors",NA,1,1,1901,1901,0.1,0.1
"251914",318212,"All kinds of cordials",NA,1,1,1901,1901,0.15,0.15
"251935",318237,"Preserves: White cherries",NA,1,1,1900,1900,0,0
"251936",318238,"Preserves: Pineapple",NA,1,1,1900,1900,0.25,0.25
"251937",318239,"Preserves: Ginger",NA,1,1,1900,1900,0.25,0.25
"252113",318499,"Oysters on half shell per dozen",NA,1,1,1901,1901,0,0
"253072",319631,"Fricasse of Lamb",NA,1,1,1900,1900,0.2,0.2
"254409",321330,"Green Gage Marmalade",NA,3,3,1900,1900,0.2,0.4
"254523",321454,"Patties [oysters]",NA,1,1,1897,1897,0.5,0.5
"254605",321601,"Lunch Includes Soup, Fish or 1 Meat, 2 Vegetables, 1 Dessert, 1 Coffee",NA,1,1,1900,1900,0,0
"254649",321665,"Business Men's Lunch",NA,1,1,1901,1901,0,0
"254761",321815,"Cold veal in jelly, Italian salad",NA,1,1,1892,1892,0.3,0.3
"254762",321816,"Plain lobster with green mayonnaise",NA,1,1,1892,1892,0.35,0.35
"254763",321817,"Figues au jus",NA,1,1,1892,1892,0.15,0.15
"254880",322024,"New York Counts Oysters, Tower Style",NA,1,1,1901,1901,0.6,0.6
"254881",322025,"Soup, Clear green turtle soup",NA,1,1,1901,1901,0.75,0.75
"254882",322026,"Bouillon, in Cub, hot",NA,1,1,1901,1901,0.25,0.25
"254883",322027,"Bouillion, in cup, cold",NA,1,1,1901,1901,0.25,0.25
"255080",322371,"Krug, Private Cuvee Champagne",NA,6,6,1906,1939,2,16.5
"256405",324142,"Roast chicken with Apple or Cranberry Sauce",NA,1,1,1908,1908,0.4,0.4
"256406",324143,"Vienna chicken with Apple or Cranberry Sauce",NA,1,1,1908,1908,0,0
"256407",324145,"Cold Roast Turkey with Potato Salad, Apple or Cranberry Sauce",NA,1,1,1908,1908,0.4,0.4
"256408",324146,"Roast Turkey with Apple or Cranberry Sauce",NA,1,1,1908,1908,0.4,0.4
"256409",324148,"Broiled Spring Chicken on Toast, half, with Apple or Cranberry Sauce",NA,1,1,1908,1908,0,0
"256410",324149,"Chicken Pot-Pie with Apple or Cranberry Sauce",NA,1,1,1908,1908,0.3,0.3
"256411",324150,"Broiled spring chicken on toast, whole, with Apple or Cranberry Sauce",NA,1,1,1908,1908,1,1
"256412",324151,"Chicken Fricassee with Apple or Cranberry Sauce",NA,1,1,1908,1908,0.3,0.3
"256413",324153,"Cold Roast Chicken with Potato Salad, Apple or Cranberry Sauce",NA,1,1,1908,1908,0,0
"256414",324155,"Cold roast beef with Potato Salad, Apple or Cranberry Sauce",NA,1,1,1908,1908,0.3,0.3
"256415",324159,"Cold Pickled lambs' tongues with Potato Salad, Apple or Cranberry Sauce",NA,1,1,1908,1908,0.25,0.25
"256416",324160,"Cold Corned Beef with Potato Salad, Apple or Cranberry Sauce",NA,1,1,1908,1908,0,0
"256417",324161,"Cold Boiled Ham with Potato Salad, Apple or Cranberry Sauce",NA,1,1,1908,1908,0.25,0.25
"256418",324162,"Cold Roast Lamb with Potato Salad, Apple or Cranberry Sauce",NA,1,1,1908,1908,0.25,0.25
"256419",324163,"Cold Beef Tongue with Potato Salad, Apple or Cranberry Sauce",NA,1,1,1908,1908,0,0
"256475",324241,"Coupe Jack Ice Cream",NA,1,1,1900,1900,0.5,0.5
"265091",334315,"Mashed Potatoes with meat or fish no charge",NA,1,1,1900,1900,0,0
"266746",336182,"Roast New Spring Lamb (to order 40 minutes)",NA,1,1,1900,1900,0,0
"266747",336183,"POTATOES--Mashed",NA,5,5,1900,1933,0.1,0.2
"266748",336184,"SWEET POTATOES--Boiled",NA,5,5,1900,1933,0.15,0.25
"267508",337066,"Eggs - Scrambled with ham ",NA,1,1,1905,1905,0,0
"267509",337067,"Eggs - Scrambled with bacon",NA,1,1,1905,1905,0,0
"271027",341394,"coffee and cream 35 Demi tasse 15",NA,1,1,1906,1906,0,0
"272090",342661,"Cold Lamb Mint Sauce",NA,2,2,1900,1934,0,0
"272645",343360,"Curry, with Rice",NA,1,1,1900,1900,0,0
"273123",344186,"Eggs Vanderbilt",NA,1,1,1900,1900,0,0
"273124",344187,"Eggs a la Finnoise",NA,1,1,1900,1900,0,0
"273125",344188,"Eggs a la Omer Pacha",NA,1,1,1900,1900,0,0
"273126",344189,"Omelette with bananas glace",NA,1,1,1900,1900,0,0
"273127",344191,"Omelette with strawberries glace",NA,1,1,1900,1900,0,0
"273128",344194,"Oysters, Half Shell dozen",NA,1,1,1900,1900,0,0
"273129",344195,"Oysters, Broiled Baltimore",NA,1,1,1900,1900,0,0
"273130",344196,"Oysters Pan roast on toast",NA,1,1,1900,1900,0,0
"273131",344197,"Soft Clams fricassee",NA,1,1,1900,1900,0,0
"273132",344198,"Soft Clams a la Maryland",NA,1,1,1900,1900,0,0
"273133",344199,"Oysters, stewed Milk",NA,1,1,1900,1900,0,0
"273134",344200,"Oysters: Stewed Cream",NA,1,1,1900,1900,0,0
"273135",344201,"Oysters stewed with rice",NA,1,1,1900,1900,0,0
"274349",345758,"Cold 1/2 Chicken",NA,1,1,1900,1900,0,0
"274515",345938,"Plain Lettuce Salad",NA,2,2,1906,1938,0,0
"274799",346331,"Sweetbreads a la Favorite",NA,1,1,1905,1905,0,0
"275776",347627,"Gefrorenes in Gläsern",NA,1,1,1905,1905,0,0
"279182",351906,"Regular Sunday Dinner",NA,1,1,1906,1906,0,0
"279391",352177,"Irish Bacon w. Spinach",NA,1,1,1899,1899,0,0
"279394",352181,"Claret Cups, Pints, Quarts",NA,1,1,1899,1899,0,0
"279396",352183,"Rhine Wine Cups, Pints, Quarts",NA,1,1,1899,1899,0,0
"279402",352189,"Half Dozen Blue Point Oysters on Shell",NA,2,2,1900,1900,0,0
"280201",353175,"Green Turtle Soup, a l'Anglaise",NA,1,1,1900,1900,0,0
"280268",353259,"Cocoa, cup or pot",NA,1,1,1901,1901,0,0
"280630",353724,"Red-head duck (Havre de Grace birds)",NA,1,1,1900,1900,0,0
"280631",353725,"Ruddy Duck (Havre de Grace birds)",NA,1,1,1900,1900,0,0
"280632",353726,"Cold roast young Guinea Hen",NA,1,1,1900,1900,0,0
"280645",353747,"Consomme Paysanne or Cream of Tomatoes Soup, Creamed Chicken with Rice, one Dessert and Coffee",NA,1,1,1906,1906,0,0
"280646",353748,"Consomme Paysanne or Cream of Tomatoes Soup, Braised Lamb with Navy Beans, one Dessert and Coffee",NA,1,1,1906,1906,0,0
"280647",353749,"Consomme Paysanne or Cream of Tomatoes Soup, Cold Ham with Potato Salad, one Dessert and Coffee",NA,1,1,1906,1906,0,0
"280648",353750,"Cream of Tomatoes Soup, Cold Ham with Potato Salad, Rice Pudding or Palmier",NA,1,1,1906,1906,0,0
"280649",353751,"Cream of Tomatoes Soup, Cold Beef Tongue with Potato Salad, Rice Pudding or Palmier",NA,1,1,1906,1906,0,0
"280650",353752,"Cream of Tomatoes Soup, Cold Corned Beef with Potato Salad, Rice Pudding or Palmier",NA,1,1,1906,1906,0,0
"280651",353753,"Cream of Tomatoes Soup, Cold Lamb with Potato Salad, Rice Pudding or Palmier",NA,1,1,1906,1906,0,0
"280652",353754,"Consomme Paysanne or Cream of Tomatoes Soup, Cold Tongue with Potato Salad, one Dessert and Coffee",NA,1,1,1906,1906,0,0
"280653",353755,"Consomme Paysanne or Cream of Tomatoes Soup, Cold Corned Beef with Potato Salad, one Dessert and Coffee",NA,1,1,1906,1906,0,0
"280673",353784,"Walnut Maple Ice Cream",NA,1,1,1906,1906,0,0
"282595",356359,"Small Striped Bass Saute Merniere",NA,1,1,1900,1900,0,0
"282975",356827,"Corned Beef, with Beans",NA,1,1,1892,1892,0,0
"282976",356828,"Corned Beef, without Beans",NA,1,1,1892,1892,0,0
"282977",356829,"Zephyr Crackers and Milk",NA,1,1,1892,1892,0,0
"282978",356830,"Oat Meal, Milk",NA,1,1,1892,1892,0,0
"282979",356831,"Oat Meal, Syrup",NA,1,1,1892,1892,0,0
"283448",357386,"Baked Yellow Perch, Tomato Sauce",NA,1,1,1900,1900,0,0
"283449",357387,"Fricassee of Spring lamb + rice",NA,1,1,1900,1900,0,0
"283469",357408,"Tea with Whipped Cream",NA,1,1,1899,1899,0,0
"284041",358086,"Sweetbread, broiled, plain",NA,1,1,1906,1906,0,0
"284042",358087,"Sweetbread, broiled, French peas",NA,1,1,1906,1906,0,0
"284043",358088,"Sweetbread, broiled, asparagus tips",NA,1,1,1906,1906,0,0
"284044",358089,"Spring lamb chops (3) with French peas",NA,1,1,1906,1906,0,0
"284045",358098,"Chicken legs, deviled",NA,1,1,1906,1906,0,0
"284046",358099,"Chicken green peppers",NA,1,1,1906,1906,0,0
"284047",358100,"Chicken croquettes (3)",NA,1,1,1906,1906,0,0
"284048",358101,"Chicken aux petits pois",NA,1,1,1906,1906,0,0
"284049",358102,"Chicken saute Marengo...half",NA,1,1,1906,1906,0,0
"284050",358103,"Chicken chasseur...half",NA,1,1,1906,1906,0,0
"284051",358104,"Chicken curried a l'Indienne...half",NA,1,1,1906,1906,0,0
"284052",358105,"Chicken fried, Maryland...half",NA,1,1,1906,1906,0,0
"284053",358106,"Chicken patties [2]",NA,1,1,1906,1906,0,0
"284054",358107,"Lobster patties [2]",NA,1,1,1906,1906,0,0
"284055",358108,"Rice pudding, vanilla cream sauce",NA,1,1,1906,1906,0,0
"284056",358109,"Raspberry tartlets [each]",NA,1,1,1906,1906,0,0
"284057",358110,"Eclairs, assorted",NA,2,2,1900,1906,0,0
"284058",358111,"Omelette souffle a la vanille",NA,1,1,1906,1906,0,0
"284059",358112,"Omelette souffle au confiture",NA,1,1,1906,1906,0,0
"284060",358113,"[Baked] Alaska (20 minutes)",NA,1,1,1906,1906,0,0
"284061",358114,"Assorted fruit, compote",NA,1,1,1906,1906,0,0
"284062",358115,"Preserved California Apricots",NA,1,1,1906,1906,0,0
"284063",358116,"Preserved California pears",NA,2,2,1906,1906,0,0
"284064",358117,"Preserved California Peaches ",NA,1,1,1906,1906,0,0
"284065",358118,"Preserved California Egg Plums",NA,1,1,1906,1906,0,0
"284066",358119,"Preserved California green gages",NA,1,1,1906,1906,0,0
"284067",358120,"Iced tea, per glas",NA,1,1,1906,1906,0,0
"284068",358121,"Buttermilk per glass",NA,2,2,1906,1914,0.05,0.1
"284069",358122,"G.H. Mumm & Co.'s Ex. Dry Champagne",NA,1,1,1906,1906,0,0
"284070",358123,"Clicquot, Yello Label Champagne",NA,2,2,1906,1918,2,7
"284071",358124,"Ayala Brut Champagne",NA,1,1,1906,1906,0,0
"284072",358125,"Irroy Carte d'Or Champagne, 1898 ",NA,1,1,1906,1906,0,0
"284073",358126,"G.H. Mumm & Co. 1/2 pt",NA,1,1,1906,1906,0,0
"285346",359741,"Hot-house tomato  Salad",NA,5,5,1896,1906,0,0
"286490",361096,"Regular Supper",NA,2,2,1900,1900,0,0
"286492",361098,"Dinner with Poultry and Coffee",NA,4,4,1900,1900,0,0
"286494",361101,"Supper with Poultry and Coffee",NA,4,4,1900,1900,0,0
"286597",361213,"Liqueur, Pousse Cafe",NA,3,3,1885,1901,0,0
"286600",361217,"Liqueur, Absinthe",NA,5,5,1885,1901,0,0
"286804",361433,"Chffonnade Salad",NA,1,1,1900,1900,0,0
"286809",361441,"Salad, Lettuce and Tomatoes",NA,4,4,1895,1921,0,0.6
"286859",361491,"Gunpowder tea, in pots",NA,1,1,1900,1900,0,0
"286962",361605,"Oysters, Blue Point Stew",NA,3,3,1900,1918,0.4,0.4
"287010",361654,"Lobsters, Broiled live",NA,1,1,1900,1900,0,0
"287011",361655,"Lobsters, Plain",NA,1,1,1900,1900,0,0
"287012",361656,"Whole tomatoes en suprise Salad",NA,1,1,1900,1900,0,0
"287107",361768,"Soup, Puree of New Tomatoes with Rice",NA,1,1,1901,1901,0,0
"287166",361828,"Filet of Sole, fried, with tartar sauce",NA,1,1,1905,1905,0.4,0.4
"287167",361829,"Filet of Sole, fried, with tomato sauce",NA,1,1,1905,1905,0,0
"287168",361830,"Veal chop, breaded, tomato sauce",NA,1,1,1905,1905,0,0
"287169",361831,"Lamb has with green peppers",NA,1,1,1905,1905,0,0
"287170",361832,"Chicken liver sautes",NA,1,1,1905,1905,0,0
"287184",361846,"Soup, English Beef",NA,3,3,1900,1906,0,0
"287227",361891,"Claret, St. Julien, ""Barton & Guestier""",NA,2,2,1885,1900,0.5,1.5
"287228",361892,"Claret, Pontet Canet",NA,3,3,1885,1918,0.75,2.5
"287644",362380,"Cognac, Hennessy",NA,15,16,1885,1919,0.25,2.5
"287645",362381,"American Wine, Cook's Imperial",NA,1,1,1885,1885,0,0
"287646",362382,"Sherry, X.V.P. Permartin",NA,1,1,1885,1885,0,0
"287647",362383,"Claret, Vin Ordinaire, R.S.",NA,1,1,1885,1885,0,0
"287648",362384,"Claret, St. Emilion",NA,2,2,1885,1918,0.4,2
"287649",362385,"Claret, Chateau de Pez, Barton & Guestier",NA,1,1,1885,1885,0,0
"287650",362386,"Burgundy, Macon",NA,1,1,1885,1885,0,0
"287651",362387,"Burgundy, Beaujolais",NA,2,2,1885,1905,0.65,1.5
"287653",362389,"Liqueur, Marasquin",NA,1,1,1885,1885,0,0
"287654",362390,"Liqueur, Kirschwasser",NA,4,4,1885,1914,0.2,0.2
"287655",362391,"Liqueur, Chartreuse, Yellow",NA,4,4,1885,1900,0,0
"287656",362392,"Liqueur, Chartreuse, Green",NA,4,4,1885,1900,0,0
"287657",362393,"Champagne, Roederer, C.B.",NA,1,1,1885,1885,0,0
"287658",362394,"Champagne, Delbeck, Extra Dry",NA,2,2,1885,1896,0,0
"287659",362395,"Champagne, Delmonico",NA,2,2,1885,1900,1,3.5
"287660",362396,"Champagne, Clicquot, Yellow Label",NA,1,1,1885,1885,0,0
"287661",362397,"Champagne, Clicquot, White Label",NA,1,1,1885,1885,0,0
"287662",362398,"Champagne, G.H. Mumm's Dry Verzenay",NA,1,1,1885,1885,0,0
